COSTCLUSTER_CRD_INDICATOR,COSTCLUSTER_PK,COST_CLUSTER (L0),COST_CLUSTER (L1),COST_CLUSTER (L2),COST_CLUSTER (L3),COST_CLUSTER (L4),COST_CLUSTER (L5)
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4CC;L5Biz IT Projects CIB CC;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,CC,Biz IT Projects CIB CC
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4Cash;L5Biz IT-Projects CIB TB Cash;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,Cash,Biz IT-Projects CIB TB Cash
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4Central;L5Biz IT Projects CIB Central;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,Central,Biz IT Projects CIB Central
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4DCDA;L5Biz IT-Projects CIB DCDA;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,DCDA,Biz IT-Projects CIB DCDA
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4FM;L5Biz IT-Projects CIB FM ISDM/MDS/Others;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,FM,Biz IT-Projects CIB FM ISDM/MDS/Others
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4FM;L5Biz IT-Projects CIB Financial Mkt;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,FM,Biz IT-Projects CIB Financial Mkt
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4Other;L5Biz IT Proj Oth Technology Projects - CIB;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,Other,Biz IT Proj Oth Technology Projects - CIB
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4PE;L5Biz IT Projects CIB PE;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,PE,Biz IT Projects CIB PE
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CIB TC;L4Trade;L5Biz IT-Projects CIB TB Trade;,T&O Projects,Tech Projects,Tech Projects TC,CIB TC,Trade,Biz IT-Projects CIB TB Trade
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CT TC;L4AME;L5Biz IT-Projects-CT AME;,T&O Projects,Tech Projects,Tech Projects TC,CT TC,AME,Biz IT-Projects-CT AME
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3CT TC;L4ASIA;L5Biz IT-Projects-CT ASIA;,T&O Projects,Tech Projects,Tech Projects TC,CT TC,ASIA,Biz IT-Projects-CT ASIA
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Centre CC TC;L4Centre CC TC;L5Biz IT-Centre- Projects;,T&O Projects,Tech Projects,Tech Projects TC,Centre CC TC,Centre CC TC,Biz IT-Centre- Projects
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Cntry BSC Projects TC;L4Cntry BSC Projects;L5Cntry BSC Oth Technology Projects - Shared;,T&O Projects,Tech Projects,Tech Projects TC,Cntry BSC Projects TC,Cntry BSC Projects,Cntry BSC Oth Technology Projects - Shared
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4CFCC;L5Biz IT-Projects-FCIO CFCR;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,CFCC,Biz IT-Projects-FCIO CFCR
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4CRES;L5Biz IT-Projects-FCIO CRES;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,CRES,Biz IT-Projects-FCIO CRES
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4DFT;L5Biz IT-Projects-FCIO DFT;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,DFT,Biz IT-Projects-FCIO DFT
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4FCSO;L5Biz IT-Projects-FCIO FCSO;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,FCSO,Biz IT-Projects-FCIO FCSO
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4Finance;L5Biz IT-Projects-FCIO Finance;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,Finance,Biz IT-Projects-FCIO Finance
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4HR;L5Biz IT-Projects-FCIO HR;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,HR,Biz IT-Projects-FCIO HR
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4Legal;L5Biz IT-Projects-FCIO Legal;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,Legal,Biz IT-Projects-FCIO Legal
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4Risk;L5Biz IT-Projects-FCIO Risk;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,Risk,Biz IT-Projects-FCIO Risk
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Functions TC;L4Transformation;L5Biz IT-Projects-FCIO Transfrmation;,T&O Projects,Tech Projects,Tech Projects TC,Functions TC,Transformation,Biz IT-Projects-FCIO Transfrmation
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3GBS T+C TC;L4GBS T+C TC;L5Biz IT-Projects-GBS T+C;,T&O Projects,Tech Projects,Tech Projects TC,GBS T+C TC,GBS T+C TC,Biz IT-Projects-GBS T+C
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3Host CC TC;L4Host CC TC;L5Biz T&O Investments - Host;,T&O Projects,Tech Projects,Tech Projects TC,Host CC TC,Host CC TC,Biz T&O Investments - Host
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3ICS TC;L4ICS Projects;L5Biz IT-Projects ICS Portfolio;,T&O Projects,Tech Projects,Tech Projects TC,ICS TC,ICS Projects,Biz IT-Projects ICS Portfolio
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Architecture - AI;L5Biz IT-Projects-TC-T&A Architecture - AI;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Architecture - AI,Biz IT-Projects-TC-T&A Architecture - AI
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Architecture - CIB;L5Biz IT-Projects-TC-T&A Architecture - CIB;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Architecture - CIB,Biz IT-Projects-TC-T&A Architecture - CIB
FPNA,";L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Architecture - ET, Data & Cloud;L5Biz IT-Projects-TC-T&A Architecture - ET Data & Cloud;",T&O Projects,Tech Projects,Tech Projects TC,T&A TC,"Architecture - ET, Data & Cloud",Biz IT-Projects-TC-T&A Architecture - ET Data & Cloud
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Architecture - Functions;L5Biz IT-Projects-TC-T&A Architecture - Functions;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Architecture - Functions,Biz IT-Projects-TC-T&A Architecture - Functions
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Architecture - WRB;L5Biz IT-Projects-TC-T&A Architecture - WRB;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Architecture - WRB,Biz IT-Projects-TC-T&A Architecture - WRB
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4COO;L5Biz IT-Projects-TC-T&A Business Mgmt;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,COO,Biz IT-Projects-TC-T&A Business Mgmt
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Cloud Platform;L5Biz IT-Projects-TC-T&A Cloud Platform;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Cloud Platform,Biz IT-Projects-TC-T&A Cloud Platform
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Data Architecture & Platforms;L5Biz IT-Projects-T&A-TC Data Arch & Platforms - Tech;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Data Architecture & Platforms,Biz IT-Projects-T&A-TC Data Arch & Platforms - Tech
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Data Architecture & Platforms;L5Biz IT-Projects-T&A-TC Data Arch & Platforms-ESG;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Data Architecture & Platforms,Biz IT-Projects-T&A-TC Data Arch & Platforms-ESG
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Network & Security Architecture;L5Biz IT-Projects-TC-T&A NSA- Network Platform;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Network & Security Architecture,Biz IT-Projects-TC-T&A NSA- Network Platform
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Network & Security Architecture;L5Biz IT-Projects-TC-T&A NSA- Transversal;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Network & Security Architecture,Biz IT-Projects-TC-T&A NSA- Transversal
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4PCI;L5Biz IT-Projects-TC-T&A PCI;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,PCI,Biz IT-Projects-TC-T&A PCI
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Software Engineering;L5Biz IT-Projects-TC-T&A SE DevOps;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Software Engineering,Biz IT-Projects-TC-T&A SE DevOps
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Software Engineering;L5Biz IT-Projects-TC-T&A SE Messaging Platform;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Software Engineering,Biz IT-Projects-TC-T&A SE Messaging Platform
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Software Engineering;L5Biz IT-Projects-TC-T&A SE SCNXT;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Software Engineering,Biz IT-Projects-TC-T&A SE SCNXT
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Tech Delivery;L5Biz IT-Projects-TC-T&A Tech Delivery;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Tech Delivery,Biz IT-Projects-TC-T&A Tech Delivery
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Workplace Services;L5Biz IT-Projects T&A WKS DCR;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Workplace Services,Biz IT-Projects T&A WKS DCR
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Workplace Services;L5Biz IT-Projects-TC- T&A WKS;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Workplace Services,Biz IT-Projects-TC- T&A WKS
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Workplace Services;L5Biz IT-Projects-TC-T&A WKS Observability;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Workplace Services,Biz IT-Projects-TC-T&A WKS Observability
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&A TC;L4Workplace Services;L5Biz IT-Projects-TC-T&A WKS Passthru;,T&O Projects,Tech Projects,Tech Projects TC,T&A TC,Workplace Services,Biz IT-Projects-TC-T&A WKS Passthru
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&O Delivery TC;L4T&O Delivery TC;L5Biz Projects-T&O Delivery;,T&O Projects,Tech Projects,Tech Projects TC,T&O Delivery TC,T&O Delivery TC,Biz Projects-T&O Delivery
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&O Governance TC;L4T&O Governance TC;L5Biz Projects-T&O Governance;,T&O Projects,Tech Projects,Tech Projects TC,T&O Governance TC,T&O Governance TC,Biz Projects-T&O Governance
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&O Resilience TC;L4T&O Resilience TC;L5Biz Projects-T&O Resilience;,T&O Projects,Tech Projects,Tech Projects TC,T&O Resilience TC,T&O Resilience TC,Biz Projects-T&O Resilience
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3T&O Risk & Control TC;L4T&O Risk & Control TC;L5Biz Projects-T&O Risk and Control;,T&O Projects,Tech Projects,Tech Projects TC,T&O Risk & Control TC,T&O Risk & Control TC,Biz Projects-T&O Risk and Control
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3WRB TC;L4Affluent;L5Biz IT-Projects-Affluent;,T&O Projects,Tech Projects,Tech Projects TC,WRB TC,Affluent,Biz IT-Projects-Affluent
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3WRB TC;L4Other;L5Biz IT Proj Oth Technology Projects - WRB;,T&O Projects,Tech Projects,Tech Projects TC,WRB TC,Other,Biz IT Proj Oth Technology Projects - WRB
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3WRB TC;L4Personal & Business;L5Biz IT-Projects-Personal & Business;,T&O Projects,Tech Projects,Tech Projects TC,WRB TC,Personal & Business,Biz IT-Projects-Personal & Business
FPNA,;L0T&O Projects;L1Tech Projects;L2Tech Projects TC;L3WRB TC;L4Wealth Mgmt;L5Biz IT-Projects-Wealth Management;,T&O Projects,Tech Projects,Tech Projects TC,WRB TC,Wealth Mgmt,Biz IT-Projects-Wealth Management
FPNA,;L0Ventures;L1Mox;L2Digital Banks - Mox;L3Digital Banks - Mox;L4SPC Digital Banks - Mox;L5SPC Digital Banks - Mox;,Ventures,Mox,Digital Banks - Mox,Digital Banks - Mox,SPC Digital Banks - Mox,SPC Digital Banks - Mox
FPNA,;L0Ventures;L1SCV;L2Business Ventures;L3Business Ventures;L4SPC SCV - Business Ventures;L5SPC SCV - Business Ventures;,Ventures,SCV,Business Ventures,Business Ventures,SPC SCV - Business Ventures,SPC SCV - Business Ventures
FPNA,;L0Ventures;L1SCV;L2SCV Funds & Investments;L3SCV Funds & Investments;L4SPC SCV - Funds & Investments;L5SPC SCV - Funds & Investments;,Ventures,SCV,SCV Funds & Investments,SCV Funds & Investments,SPC SCV - Funds & Investments,SPC SCV - Funds & Investments
FPNA,;L0Ventures;L1SCV;L2SPC SCV - Fund Raising and M&A;L3SPC SCV - Fund Raising and M&A;L4SPC SCV - Fund Raising and M&A;L5SPC SCV - Fund Raising and M&A;,Ventures,SCV,SPC SCV - Fund Raising and M&A,SPC SCV - Fund Raising and M&A,SPC SCV - Fund Raising and M&A,SPC SCV - Fund Raising and M&A
FPNA,;L0Ventures;L1SCV;L2Ventures - Associates & JVs;L3Ventures - Associates & JVs;L4SPC SCV - Associates & JVs;L5SPC SCV - Associates & JVs;,Ventures,SCV,Ventures - Associates & JVs,Ventures - Associates & JVs,SPC SCV - Associates & JVs,SPC SCV - Associates & JVs
FPNA,;L0Ventures;L1SCV;L2Ventures - Incubation;L3Ventures - Incubation;L4SPC SCV - Incubation;L5SPC SCV - Incubation;,Ventures,SCV,Ventures - Incubation,Ventures - Incubation,SPC SCV - Incubation,SPC SCV - Incubation
FPNA,;L0Ventures;L1SCV;L2Ventures - Infrastructure;L3Ventures - Infrastructure;L4SPC SCV - Infrastructure;L5SPC SCV - Infrastructure;,Ventures,SCV,Ventures - Infrastructure,Ventures - Infrastructure,SPC SCV - Infrastructure,SPC SCV - Infrastructure
FPNA,;L0Ventures;L1SCV;L2Ventures Core;L3Ventures Core;L4SPC SCV - Core;L5SPC SCV - Core;,Ventures,SCV,Ventures Core,Ventures Core,SPC SCV - Core,SPC SCV - Core
FPNA,;L0Ventures;L1Trust;L2Digital Banks - Trust;L3Digital Banks - Trust;L4SPC Digital Banks - Trust;L5SPC Digital Banks - Trust;,Ventures,Trust,Digital Banks - Trust,Digital Banks - Trust,SPC Digital Banks - Trust,SPC Digital Banks - Trust
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4Private RMs;L5SPC Private RMs;,WRB,PvB,Affluent Managed,Private Banking,Private RMs,SPC Private RMs
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4PvB CSMs;L5SPC PvB CSMs;,WRB,PvB,Affluent Managed,Private Banking,PvB CSMs,SPC PvB CSMs
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4PvB Group Projects;L5SPC PvB Group Projects;,WRB,PvB,Affluent Managed,Private Banking,PvB Group Projects,SPC PvB Group Projects
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4PvB Investment Advisors;L5SPC PvB Investment Advisors;,WRB,PvB,Affluent Managed,Private Banking,PvB Investment Advisors,SPC PvB Investment Advisors
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4PvB Management and Support;L5SPC PvB Management and Support;,WRB,PvB,Affluent Managed,Private Banking,PvB Management and Support,SPC PvB Management and Support
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4PvB Ops PvB;L5SPC PvB Ops PvB;,WRB,PvB,Affluent Managed,Private Banking,PvB Ops PvB,SPC PvB Ops PvB
FPNA,;L0WRB;L1PvB;L2Affluent Managed;L3Private Banking;L4PvB Small Projects;L5SPC PvB Small Projects;,WRB,PvB,Affluent Managed,Private Banking,PvB Small Projects,SPC PvB Small Projects
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Group Projects;L5SPC Affluent Products Group Projects;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Group Projects,SPC Affluent Products Group Projects
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Liabilities;L5SPC Affluent Products COB Liabilities Ops;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Liabilities,SPC Affluent Products COB Liabilities Ops
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Liabilities;L5SPC Affluent Products Liabilities Clearing;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Liabilities,SPC Affluent Products Liabilities Clearing
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Liabilities;L5SPC Affluent Products Liabilities;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Liabilities,SPC Affluent Products Liabilities
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Liabilities;L5SPC Affluent Products SnT Liabilities Ops;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Liabilities,SPC Affluent Products SnT Liabilities Ops
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Liabilities;L5SPC Affluent Products SnT- Central Cash Management;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Liabilities,SPC Affluent Products SnT- Central Cash Management
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Mortg & Auto;L5SPC Affluent Products COB Mortgage and Auto Ops;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Mortg & Auto,SPC Affluent Products COB Mortgage and Auto Ops
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Mortg & Auto;L5SPC Affluent Products Mortgage & Auto;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Mortg & Auto,SPC Affluent Products Mortgage & Auto
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Mortg & Auto;L5SPC Affluent Products SnT Mortgage and Auto Ops;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Mortg & Auto,SPC Affluent Products SnT Mortgage and Auto Ops
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products COB Branch Ops;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products COB Branch Ops
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products COB CDD Operations;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products COB CDD Operations
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products COB CDD Remediation;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products COB CDD Remediation
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products COO Retail Central;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products COO Retail Central
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products MGT: Mtg Liab & Seg;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products MGT: Mtg Liab & Seg
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products OPS Projects;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products OPS Projects
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products Ops Assurance;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products Ops Assurance
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products Ops Risk Fraud Risk Mgmt;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products Ops Risk Fraud Risk Mgmt
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products Ops Risk Initiation&Apprvl;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products Ops Risk Initiation&Apprvl
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Ops Mgt;L5SPC Affluent Products SnT Branch Ops;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Ops Mgt,SPC Affluent Products SnT Branch Ops
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Banking Products Managed;L4Affluent Products Small Projects;L5SPC Affluent Products Small Projects;,WRB,WRB Ex PvB,Affluent Managed,Affluent Banking Products Managed,Affluent Products Small Projects,SPC Affluent Products Small Projects
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Management;L4Affluent CA Employee Banking;L5SPC Affluent CA Employee Banking;,WRB,WRB Ex PvB,Affluent Managed,Affluent Management,Affluent CA Employee Banking,SPC Affluent CA Employee Banking
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Management;L4Affluent Client Value Mgmt;L5SPC Affluent Client Value Management (CVM);,WRB,WRB Ex PvB,Affluent Managed,Affluent Management,Affluent Client Value Mgmt,SPC Affluent Client Value Management (CVM)
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Management;L4Affluent Client Value Prop;L5SPC Affluent Client Value Proposition (CVP);,WRB,WRB Ex PvB,Affluent Managed,Affluent Management,Affluent Client Value Prop,SPC Affluent Client Value Proposition (CVP)
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Management;L4Affluent Corp Partnership Mgt;L5SPC Affluent Corp Partnership Mgt Grp Proj;,WRB,WRB Ex PvB,Affluent Managed,Affluent Management,Affluent Corp Partnership Mgt,SPC Affluent Corp Partnership Mgt Grp Proj
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Management;L4Affluent Corp Partnership Mgt;L5SPC Affluent Corp Partnership Mgt;,WRB,WRB Ex PvB,Affluent Managed,Affluent Management,Affluent Corp Partnership Mgt,SPC Affluent Corp Partnership Mgt
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Affluent Management;L4Affluent Management MGT;L5SPC Affluent Management MGT;,WRB,WRB Ex PvB,Affluent Managed,Affluent Management,Affluent Management MGT,SPC Affluent Management MGT
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Premium Banking;L4Premium Sales Executives;L5SPC Premium Sales Executives;,WRB,WRB Ex PvB,Affluent Managed,Premium Banking,Premium Sales Executives,SPC Premium Sales Executives
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Priority Banking Managed;L4Branch and BSSE Managed;L5SPC Priority Branch Management;,WRB,WRB Ex PvB,Affluent Managed,Priority Banking Managed,Branch and BSSE Managed,SPC Priority Branch Management
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Priority Banking Managed;L4Branch and BSSE Managed;L5SPC Priority Branch Operations;,WRB,WRB Ex PvB,Affluent Managed,Priority Banking Managed,Branch and BSSE Managed,SPC Priority Branch Operations
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Priority Banking Managed;L4Branch and BSSE Managed;L5SPC Priority Branch PSC Sales & Service;,WRB,WRB Ex PvB,Affluent Managed,Priority Banking Managed,Branch and BSSE Managed,SPC Priority Branch PSC Sales & Service
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Priority Banking Managed;L4Branch and BSSE Managed;L5SPC Priority Branch Sales & Service Mgt;,WRB,WRB Ex PvB,Affluent Managed,Priority Banking Managed,Branch and BSSE Managed,SPC Priority Branch Sales & Service Mgt
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Priority Banking Managed;L4Priority Distribution Others;L5SPC Priority Client Acquiring;,WRB,WRB Ex PvB,Affluent Managed,Priority Banking Managed,Priority Distribution Others,SPC Priority Client Acquiring
FPNA,;L0WRB;L1WRB Ex PvB;L2Affluent Managed;L3Priority Banking Managed;L4Priority Distribution Others;L5SPC Priority Distrib ATM Services;,WRB,WRB Ex PvB,Affluent Managed,Priority Banking Managed,Priority Distribution Others,SPC Priority Distrib ATM Services
