PRODUCT (L0),PRODUCT (L1),PRODUCT (L2),PRODUCT (L3),PRODUCT (L4),PRODUCT_CRD_INDICATOR,PRODUCT_PK
Banking,Banking Others,Banking Input,Banking Input,Banking Input,FPNA,;L0Banking;L1Banking Others;L2Banking Input;L3Banking Input;L4Banking Input;
Markets,Macro Trading,Macro Trading Rates,Repos JV Total,Repos JV,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Repos JV Total;L4Repos JV;
Markets,Macro Trading,Macro Trading Rates,Repos JV Total,Repos JV,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Repos JV Total;L4Repos JV;
Markets,Macro Trading,Macro Trading Rates,Repos JV Total,Repos JV Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Repos JV Total;L4Repos JV Input;
Markets,Macro Trading,Macro Trading Rates,Repos JV Total,Repos JV Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Repos JV Total;L4Repos JV Input;
Markets,Macro Trading,Macro Trading Rates,Total EM Rates,EM Rates,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Total EM Rates;L4EM Rates;
Markets,Macro Trading,Macro Trading Rates,Total EM Rates,EM Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Total EM Rates;L4EM Rates;
Markets,Macro Trading,Macro Trading Rates,Total EM Rates,EM Rates Input,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Total EM Rates;L4EM Rates Input;
Markets,Macro Trading,Macro Trading Rates,Total EM Rates,EM Rates Input,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Total EM Rates;L4EM Rates Input;
Markets,Macro Trading,Macro Trading Rates,Total EM Rates,EM Rates LCY,CIB,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Total EM Rates;L4EM Rates LCY;
Markets,Macro Trading,Macro Trading Rates,Total EM Rates,EM Rates LCY,FPNA,;L0Markets;L1Macro Trading;L2Macro Trading Rates;L3Total EM Rates;L4EM Rates LCY;
Markets,Macro Trading,Macro others,FX Sweep,FX Sweep,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3FX Sweep;L4FX Sweep;
Markets,Macro Trading,Macro others,Macro - Balance Sheet Management,Macro - Balance Sheet Management,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Balance Sheet Management;L4Macro - Balance Sheet Management;
Markets,Macro Trading,Macro others,Macro - CLO Charges_,Macro - CLO Charges_,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - CLO Charges_;L4Macro - CLO Charges_;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - AGIG,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - AGIG;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - AGIG,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - AGIG;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - Clearing Fees & Charges,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - Clearing Fees & Charges;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - Clearing Fees & Charges,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - Clearing Fees & Charges;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - Collateral Funding,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - Collateral Funding;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - Collateral Funding,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - Collateral Funding;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - LCR - CoL charges,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - LCR - CoL charges;
Markets,Macro Trading,Macro others,Macro - Cash Collateral,Macro - LCR - CoL charges,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Cash Collateral;L4Macro - LCR - CoL charges;
Markets,Macro Trading,Macro others,Macro - Exceptional items,Prior Year Operational Events - Commodities,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Exceptional items;L4Prior Year Operational Events - Commodities;
Markets,Macro Trading,Macro others,Macro - Exceptional items,Prior Year Operational Events - Commodities,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Exceptional items;L4Prior Year Operational Events - Commodities;
Markets,Macro Trading,Macro others,Macro - Exceptional items,Prior Year Operational Events - FX,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Exceptional items;L4Prior Year Operational Events - FX;
Markets,Macro Trading,Macro others,Macro - Exceptional items,Prior Year Operational Events - FX,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Exceptional items;L4Prior Year Operational Events - FX;
Markets,Macro Trading,Macro others,Macro - Exceptional items,Prior Year Operational Events - Rates,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Exceptional items;L4Prior Year Operational Events - Rates;
Markets,Macro Trading,Macro others,Macro - Exceptional items,Prior Year Operational Events - Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Exceptional items;L4Prior Year Operational Events - Rates;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - CSA,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - CSA;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - CSA,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - CSA;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - Commodities,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - Commodities;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - Commodities,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - Commodities;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - FX,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - FX;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - FX,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - FX;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - FXO,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - FXO;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - FXO,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - FXO;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - Rates,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - Rates;
Markets,Macro Trading,Macro others,Macro - MTM vs Accrual,MTM vs Accrual - Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - MTM vs Accrual;L4MTM vs Accrual - Rates;
Markets,Macro Trading,Macro others,Macro - Nostro and Others,Nostro and Others - FX,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Nostro and Others;L4Nostro and Others - FX;
Markets,Macro Trading,Macro others,Macro - Nostro and Others,Nostro and Others - FX,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Nostro and Others;L4Nostro and Others - FX;
Markets,Macro Trading,Macro others,Macro - Nostro and Others,Nostro and Others - Rates,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Nostro and Others;L4Nostro and Others - Rates;
Markets,Macro Trading,Macro others,Macro - Nostro and Others,Nostro and Others - Rates,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro - Nostro and Others;L4Nostro and Others - Rates;
Markets,Macro Trading,Macro others,Macro FM P&L Funding,Macro FM P&L Funding,FPNA,;L0Markets;L1Macro Trading;L2Macro others;L3Macro FM P&L Funding;L4Macro FM P&L Funding;
Markets,Macro Trading,Macro others,Macro others,FX Sweep,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro others;L4FX Sweep;
Markets,Macro Trading,Macro others,Macro others,Macro - Balance Sheet Management,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro others;L4Macro - Balance Sheet Management;
Markets,Macro Trading,Macro others,Macro others,Macro - CLO Charges_,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro others;L4Macro - CLO Charges_;
Markets,Macro Trading,Macro others,Macro others,Macro FM P&L Funding,CIB,;L0Markets;L1Macro Trading;L2Macro others;L3Macro others;L4Macro FM P&L Funding;
Markets,Macro Trading,Rates,EM Rates,EM Rates_,CIB,;L0Markets;L1Macro Trading;L2Rates;L3EM Rates;L4EM Rates_;
Markets,Macro Trading,Rates,G10 Swaps,G10 Swaps - Inp,CIB,;L0Markets;L1Macro Trading;L2Rates;L3G10 Swaps;L4G10 Swaps - Inp;
Markets,Macro Trading,Rates,Rates Structured,Structured Rates,CIB,;L0Markets;L1Macro Trading;L2Rates;L3Rates Structured;L4Structured Rates;
Markets,Valuation & Other Adj,Central Portfolio Management,CFD Other Charges,MTM V Accrual - CFD,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3CFD Other Charges;L4MTM V Accrual - CFD;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Funding Desk (CFD),Banking_CFD,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Funding Desk (CFD);L4Banking_CFD;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Funding Desk (CFD),Bespoke Discounting,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Funding Desk (CFD);L4Bespoke Discounting;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Funding Desk (CFD),Central Funding Desk (CFD) Input,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Funding Desk (CFD);L4Central Funding Desk (CFD) Input;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Funding Desk (CFD),Markets Input,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Funding Desk (CFD);L4Markets Input;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Funding Desk (CFD),Vannila Discounting,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Funding Desk (CFD);L4Vannila Discounting;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Portfolio Management,FM SCSCL,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Portfolio Management;L4FM SCSCL;
Markets,Valuation & Other Adj,Central Portfolio Management,Central Portfolio Management,Markets Input,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Central Portfolio Management;L4Markets Input;
Markets,Valuation & Other Adj,Central Portfolio Management,Collateral Management Unit,CMU Hedges,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Collateral Management Unit;L4CMU Hedges;
Markets,Valuation & Other Adj,Central Portfolio Management,Collateral Management Unit,CMU Vanilla,CIB,;L0Markets;L1Valuation & Other Adj;L2Central Portfolio Management;L3Collateral Management Unit;L4CMU Vanilla;
Markets,Valuation & Other Adj,FM DVA,FM DVA,FM DVA,CIB,;L0Markets;L1Valuation & Other Adj;L2FM DVA;L3FM DVA;L4FM DVA;
Markets,Valuation & Other Adj,FM Legacy Equity,FM Legacy Equity,Legacy Cash Equities,CIB,;L0Markets;L1Valuation & Other Adj;L2FM Legacy Equity;L3FM Legacy Equity;L4Legacy Cash Equities;
Markets,Valuation & Other Adj,FM Legacy Equity,FM Legacy Equity,Legacy Convertible Bonds,CIB,;L0Markets;L1Valuation & Other Adj;L2FM Legacy Equity;L3FM Legacy Equity;L4Legacy Convertible Bonds;
Markets,Valuation & Other Adj,FM Legacy Equity,FM Legacy Equity,Legacy Equities,CIB,;L0Markets;L1Valuation & Other Adj;L2FM Legacy Equity;L3FM Legacy Equity;L4Legacy Equities;
Markets,Valuation & Other Adj,FM Other,Financial Markets- Input,Financial Markets- Input,CIB,;L0Markets;L1Valuation & Other Adj;L2FM Other;L3Financial Markets- Input;L4Financial Markets- Input;
Markets,Valuation & Other Adj,FM XVA,FM XVA,Defaulted Derivatives,CIB,;L0Markets;L1Valuation & Other Adj;L2FM XVA;L3FM XVA;L4Defaulted Derivatives;
Markets,Valuation & Other Adj,FM XVA,FM XVA,FM XVA,CIB,;L0Markets;L1Valuation & Other Adj;L2FM XVA;L3FM XVA;L4FM XVA;
Markets,Valuation & Other Adj,FM XVA,FM XVA,FM XVA Input,CIB,;L0Markets;L1Valuation & Other Adj;L2FM XVA;L3FM XVA;L4FM XVA Input;
Markets,Valuation & Other Adj,XVA,Defaulted Derivatives,DD Macro - Commodities,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA;L3Defaulted Derivatives;L4DD Macro - Commodities;
Markets,Valuation & Other Adj,XVA,FM XVA - Inp,FM XVA - Inp,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA;L3FM XVA - Inp;L4FM XVA - Inp;
Markets,Valuation & Other Adj,XVA others,Totem Basis,Totem Basis,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3Totem Basis;L4Totem Basis;
Markets,Valuation & Other Adj,XVA others,XVA others,MTM V Accrual - XVA,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3XVA others;L4MTM V Accrual - XVA;
Markets,Valuation & Other Adj,XVA others,XVA others,Prior Year XVA,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3XVA others;L4Prior Year XVA;
Markets,Valuation & Other Adj,XVA others,XVA others,RMA - CLO Charges,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3XVA others;L4RMA - CLO Charges;
Markets,Valuation & Other Adj,XVA others,XVA others,RMA - Cash Collateral,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3XVA others;L4RMA - Cash Collateral;
Markets,Valuation & Other Adj,XVA others,XVA others,RMA - FM P&L Funding,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3XVA others;L4RMA - FM P&L Funding;
Markets,Valuation & Other Adj,XVA others,XVA others,prior Year Operational Events - XVA,CIB,;L0Markets;L1Valuation & Other Adj;L2XVA others;L3XVA others;L4prior Year Operational Events - XVA;
Markets,Valuation and Other Adj,CFD Other Charges,MTM V Accrual - CFD,MTM V Accrual - CFD,FPNA,;L0Markets;L1Valuation and Other Adj;L2CFD Other Charges;L3MTM V Accrual - CFD;L4MTM V Accrual - CFD;
Markets,Valuation and Other Adj,Central Funding Desk (CFD),Bespoke Discounting,Bespoke Discounting,FPNA,;L0Markets;L1Valuation and Other Adj;L2Central Funding Desk (CFD);L3Bespoke Discounting;L4Bespoke Discounting;
Markets,Valuation and Other Adj,Central Funding Desk (CFD),Central Funding Desk (CFD) Input,Central Funding Desk (CFD) Input,FPNA,;L0Markets;L1Valuation and Other Adj;L2Central Funding Desk (CFD);L3Central Funding Desk (CFD) Input;L4Central Funding Desk (CFD) Input;
Markets,Valuation and Other Adj,Central Funding Desk (CFD),Vannila Discounting,Vannila Discounting,FPNA,;L0Markets;L1Valuation and Other Adj;L2Central Funding Desk (CFD);L3Vannila Discounting;L4Vannila Discounting;
Markets,Valuation and Other Adj,Collateral Management Unit,CMU Hedges,CMU Hedges,FPNA,;L0Markets;L1Valuation and Other Adj;L2Collateral Management Unit;L3CMU Hedges;L4CMU Hedges;
Markets,Valuation and Other Adj,Collateral Management Unit,CMU Vanilla,CMU Vanilla,FPNA,;L0Markets;L1Valuation and Other Adj;L2Collateral Management Unit;L3CMU Vanilla;L4CMU Vanilla;
Markets,Valuation and Other Adj,FM DVA,FM DVA,FM DVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM DVA;L3FM DVA;L4FM DVA;
Markets,Valuation and Other Adj,FM Legacy Equity,Legacy Cash Equities,Legacy Cash Equities,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM Legacy Equity;L3Legacy Cash Equities;L4Legacy Cash Equities;
Markets,Valuation and Other Adj,FM Legacy Equity,Legacy Convertible Bonds,Legacy Convertible Bonds,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM Legacy Equity;L3Legacy Convertible Bonds;L4Legacy Convertible Bonds;
Markets,Valuation and Other Adj,FM Legacy Equity,Legacy Equities,Legacy Equities - Inp,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM Legacy Equity;L3Legacy Equities;L4Legacy Equities - Inp;
Markets,Valuation and Other Adj,FM Legacy Equity,Legacy Equities,Legacy Equity Flow,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM Legacy Equity;L3Legacy Equities;L4Legacy Equity Flow;
Markets,Valuation and Other Adj,FM Legacy Equity,Legacy Equities,Legacy Equity Structured Products,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM Legacy Equity;L3Legacy Equities;L4Legacy Equity Structured Products;
Markets,Valuation and Other Adj,FM SCSCL,FM SCSCL,FM SCSCL,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM SCSCL;L3FM SCSCL;L4FM SCSCL;
Markets,Valuation and Other Adj,FM XVA,BSM,BSM,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3BSM;L4BSM;
Markets,Valuation and Other Adj,FM XVA,CVA,CVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3CVA;L4CVA;
Markets,Valuation and Other Adj,FM XVA,Defaulted Derivatives,DD Global Credit,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3Defaulted Derivatives;L4DD Global Credit;
Markets,Valuation and Other Adj,FM XVA,Defaulted Derivatives,DD Macro Commodities,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3Defaulted Derivatives;L4DD Macro Commodities;
Markets,Valuation and Other Adj,FM XVA,Defaulted Derivatives,DD Macro Rates,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3Defaulted Derivatives;L4DD Macro Rates;
Markets,Valuation and Other Adj,FM XVA,FM XVA Input,FM XVA Input,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3FM XVA Input;L4FM XVA Input;
Markets,Valuation and Other Adj,FM XVA,FMB PYOE XVA,FMB PYOE XVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3FMB PYOE XVA;L4FMB PYOE XVA;
Markets,Valuation and Other Adj,FM XVA,FVA,FVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2FM XVA;L3FVA;L4FVA;
Markets,Valuation and Other Adj,Markets Input,Markets Input,Markets Input,FPNA,;L0Markets;L1Valuation and Other Adj;L2Markets Input;L3Markets Input;L4Markets Input;
Markets,Valuation and Other Adj,XVA others,MTM V Accrual - XVA,MTM V Accrual - XVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3MTM V Accrual - XVA;L4MTM V Accrual - XVA;
Markets,Valuation and Other Adj,XVA others,Prior Year XVA,Prior Year XVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3Prior Year XVA;L4Prior Year XVA;
Markets,Valuation and Other Adj,XVA others,RMA - CLO Charges,RMA - CLO Charges,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3RMA - CLO Charges;L4RMA - CLO Charges;
Markets,Valuation and Other Adj,XVA others,RMA - Cash Collateral,RMA - Cash Collateral,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3RMA - Cash Collateral;L4RMA - Cash Collateral;
Markets,Valuation and Other Adj,XVA others,RMA - FM P&L Funding,RMA - FM P&L Funding,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3RMA - FM P&L Funding;L4RMA - FM P&L Funding;
Markets,Valuation and Other Adj,XVA others,Totem Basis,Totem Basis,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3Totem Basis;L4Totem Basis;
Markets,Valuation and Other Adj,XVA others,prior Year Operational Events - XVA,prior Year Operational Events - XVA,FPNA,;L0Markets;L1Valuation and Other Adj;L2XVA others;L3prior Year Operational Events - XVA;L4prior Year Operational Events - XVA;
Mortgages & Other Secured,Auto,Auto,Auto,Auto,FPNA,;L0Mortgages & Other Secured;L1Auto;L2Auto;L3Auto;L4Auto;
Mortgages & Other Secured,Mortgages,Comm Mortgages BB ME,Comm Mortgages BB ME,Comm Mortgages BB ME,FPNA,;L0Mortgages & Other Secured;L1Mortgages;L2Comm Mortgages BB ME;L3Comm Mortgages BB ME;L4Comm Mortgages BB ME;
Mortgages & Other Secured,Mortgages,Mortgage Loans Excluding MOA,Mortgage Loans Excluding MOA,Mortgage Loans Excluding MOA,FPNA,;L0Mortgages & Other Secured;L1Mortgages;L2Mortgage Loans Excluding MOA;L3Mortgage Loans Excluding MOA;L4Mortgage Loans Excluding MOA;
Mortgages & Other Secured,Mortgages,Mortgage One Loans,Mortgage One Loans,Mortgage One Loans,FPNA,;L0Mortgages & Other Secured;L1Mortgages;L2Mortgage One Loans;L3Mortgage One Loans;L4Mortgage One Loans;
Mortgages & Other Secured,Mortgages,Mortgages - Inp,Mortgages - Inp,Mortgages - Inp,FPNA,;L0Mortgages & Other Secured;L1Mortgages;L2Mortgages - Inp;L3Mortgages - Inp;L4Mortgages - Inp;
Mortgages & Other Secured,Mortgages,Other Mortgage,Other Mortgage,Other Mortgage,FPNA,;L0Mortgages & Other Secured;L1Mortgages;L2Other Mortgage;L3Other Mortgage;L4Other Mortgage;
Mortgages & Other Secured,Mortgages,SMI One Loans,SMI One Loans,SMI One Loans,FPNA,;L0Mortgages & Other Secured;L1Mortgages;L2SMI One Loans;L3SMI One Loans;L4SMI One Loans;
Mortgages & Other Secured,Other Secured,BFS Overdrafts,BFS Overdrafts,BFS Overdrafts,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2BFS Overdrafts;L3BFS Overdrafts;L4BFS Overdrafts;
Mortgages & Other Secured,Other Secured,Business Equipment Financing,Business Equipment Financing,Business Equipment Financing,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Business Equipment Financing;L3Business Equipment Financing;L4Business Equipment Financing;
Mortgages & Other Secured,Other Secured,Guaranteed Instalment Loans,Guaranteed Instalment Loans,Guaranteed Instalment Loans,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Guaranteed Instalment Loans;L3Guaranteed Instalment Loans;L4Guaranteed Instalment Loans;
Mortgages & Other Secured,Other Secured,Loans Against Property,Loans Against Property,Loans Against Property,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Loans Against Property;L3Loans Against Property;L4Loans Against Property;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,CRE Term Loan SME,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4CRE Term Loan SME;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,Corporate Revolving Term Loan SME,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4Corporate Revolving Term Loan SME;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,Corporate Short Term Loan SME,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4Corporate Short Term Loan SME;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,Corporate Term Loan SME,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4Corporate Term Loan SME;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,Medium Enterprise Lending WRB - Input,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4Medium Enterprise Lending WRB - Input;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,Other ME Lending SME,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4Other ME Lending SME;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Medium Enterprise Lending WRB,Overdrafts SME,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Medium Enterprise Lending WRB;L4Overdrafts SME;
Mortgages & Other Secured,Other Secured,Other Business Lending WRB,Other Corporate Lending WRB,Other Corporate Lending WRB,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Business Lending WRB;L3Other Corporate Lending WRB;L4Other Corporate Lending WRB;
Mortgages & Other Secured,Other Secured,Other Sec Lending,Other Sec Lending,Other Sec Lending,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Sec Lending;L3Other Sec Lending;L4Other Sec Lending;
Mortgages & Other Secured,Other Secured,Other Secured Lending - Inp,Other Secured Lending - Inp,Other Secured Lending - Inp,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Other Secured Lending - Inp;L3Other Secured Lending - Inp;L4Other Secured Lending - Inp;
Mortgages & Other Secured,Other Secured,Security Backed Revolving O/Draft,Security Backed Revolving O/Draft,Security Backed Revolving O/Draft,FPNA,;L0Mortgages & Other Secured;L1Other Secured;L2Security Backed Revolving O/Draft;L3Security Backed Revolving O/Draft;L4Security Backed Revolving O/Draft;
NA,NA,NA,NA,NA,FPNA,;L0NA;L1NA;L2NA;L3NA;L4NA;
Other Products,Other Products,Other Prior Yr Op Events,Other Prior Yr Op Events,Other Prior Yr Op Events,FPNA,;L0Other Products;L1Other Products;L2Other Prior Yr Op Events;L3Other Prior Yr Op Events;L4Other Prior Yr Op Events;
Other Products,Other Products,Other Products,Other Products,Other Products,FPNA,;L0Other Products;L1Other Products;L2Other Products;L3Other Products;L4Other Products;
Other Products,Other Products,Other Products,Other Products,Other Products,WRB,;L0Other Products;L1Other Products;L2Other Products;L3Other Products;L4Other Products;
Other Products,Other Products,Retail Products - Inp,Retail Products - Inp,Retail Products - Inp,FPNA,;L0Other Products;L1Other Products;L2Retail Products - Inp;L3Retail Products - Inp;L4Retail Products - Inp;
Others,Others,Others,Other Products CCIB,Other Products CCIB,CIB,;L0Others;L1Others;L2Others;L3Other Products CCIB;L4Other Products CCIB;
Others,Others,Others,Other Products Non CCIB,Other Products Non CCIB,CIB,;L0Others;L1Others;L2Others;L3Other Products Non CCIB;L4Other Products Non CCIB;
Others,Others,Others,Other products Input,Other products Input,CIB,;L0Others;L1Others;L2Others;L3Other products Input;L4Other products Input;
Others,Others,Others,Others,Others,CIB,;L0Others;L1Others;L2Others;L3Others;L4Others;
Others,Others,Others,Others,Others,FPNA,;L0Others;L1Others;L2Others;L3Others;L4Others;
Others,Others,Others,Principal Finance,Principal Finance,CIB,;L0Others;L1Others;L2Others;L3Principal Finance;L4Principal Finance;
Others,Others,Others,Total Treasury,Total Treasury,CIB,;L0Others;L1Others;L2Others;L3Total Treasury;L4Total Treasury;
Principal Finance,Principal Finance,Alternative Investments,Alternative Investments,Alternative Investments,FPNA,;L0Principal Finance;L1Principal Finance;L2Alternative Investments;L3Alternative Investments;L4Alternative Investments;
